#,单词,音标,解释,笔记 
513,"idle","英:/'aɪd(ə)l/ 美:/'aɪdl/","idle
  [idled, idled, idling]
 idle away 
     idle away sth • idle sth away to spend time in a relaxed way, doing nothing:
   ▪ Natasha would sit idling away the long summer days by the river.
   ▪ youths idling their time away on street corners
   ■ SIMILAR TO: ↑while away",
514,"ignorant","英:/'ɪgn(ə)r(ə)nt/ 美:/'ɪɡnərənt/","adj. 无知的；愚昧的",
515,"illustrative","英:/'ɪləstrətɪv/ 美:/ɪ'lʌstrətɪv/","- adj. 用作说明的,解说性的
- adv. 用作说明地,解说性地",
516,"imitate","英:/'ɪmɪteɪt/ 美:/'ɪmɪtet/","- vt. 模仿
- 把…作为例子

时 态:  
imitated, imitating, imitates 

名 词:  
imitator",
517,"immediately","英:/ɪ'miːdɪətlɪ/ 美:/ɪ'midɪətli/","- adv. 立即, 马上
- 直接地",
518,"impediment","英:/ɪm'pedɪm(ə)nt/ 美:/ɪm'pɛdɪmənt/","- n. 妨碍、阻碍某事物进展或活动的人或物
- 身体上的某类残疾, 缺陷

形容词:  
impedimental",
519,"impending","英:/ɪm'pendɪŋ/ 美:/ɪm'pɛndɪŋ/","adj. 即将发生的;迫在眉睫的",
520,"imperceptibly","英:/ˌimpə'septəbli/ 美:/ˌɪmpɚˈs ɛptəblɪ/","- adv. 无感觉地；感觉不到地；不知不觉地
- 极微地",
521,"implementation","英:/ˌimplimen'teiʃən/ 美:/ˌɪmplɪmənˈteʃən/","n. 贯彻，执行",
522,"impudent","英:/'ɪmpjʊd(ə)nt/ 美:/'ɪmpjədənt/","adj. 鲁莽的；放肆无礼的；无耻的",
523,"imputation","英:/ˌɪmpjuː'teɪʃən/ 美:/ˌɪmpjʊ'teʃən/","- n. 归罪;负责
- 诋毁；非难;污名

形容词:  
imputative

副 词:  
imputatively",
524,"In my company, the information gained from these interviews is often not confidential","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
525,"in place","","在适当的位置",
526,"in term of","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
527,"in terms of","","就...而言,在...方面",
528,"in the long run","","长远；终究",
529,"inaccessible","英:/ɪnək'sesɪb(ə)l/ 美:/ˌɪnæk'sɛsəbl/","adj. 达不到的, 不可及的

名 词:  
inaccessibility

副 词:  
inaccessibly",
530,"inadequate","英:/ɪn'ædɪkwət/ 美:/ɪn'ædɪkwət/","- adj. 不充足的，不适当的
- 不足胜任的，信心不足的
- adv. 不充足地，不适当地；不足胜任地

副 词:  
inadequately",
531,"inanimate","英:/ɪn'ænɪmət/ 美:/ɪn'ænɪmət/","- adj. 无生命的
- 无生气的, 无精打采的, 单调的",
532,"Inc","/iŋk/","abbr. 股份有限公司（incorporated）

INC集成数字控制",
533,"Inca","/'ɪŋkə/","n. 印加；印加人",
534,"incandescent","英:/ɪnkæn'des(ə)nt/ 美:/'ɪnkən'dɛsnt/","- adj. 白热的；白炽的
- 十分明亮的，耀眼的
- 感情强烈的；激情的",
535,"incapable","英:/ɪn'keɪpəb(ə)l/ 美:/ɪn'kepəbl/","adj. 无能力的, 不会的",
536,"incentive","英:/ɪn'sentɪv/ 美:/ɪn'sɛntɪv/","n. 激励某人做某事的事物；刺激；诱因，动机",
537,"incompatible","英:/ɪnkəm'pætɪb(ə)l/ 美:/ˌɪnkəm'pætəbl/","adj. 合不来的，不能和谐相处的；不协调的，不相配的

副 词:  
incompatibly",
538,"incompetent","英:/ɪn'kɒmpɪt(ə)nt/ 美:/ɪn'kɑmpɪtənt/","adj. 无能力的, 不称职的, 不胜任的

副 词:  
incompetently",
539,"incorporate","英:/ɪn'kɔːpəreɪt/ 美:/ɪnˈkɔrpəˌret/","- vt. 包含, 加上, 吸收
- 把…合并, 使并入
- 组成公司

时 态:  
incorporated, incorporating, incorporates 

形容词:  
incorporable

名 词:  
incorporation

形容词:  
incorporative

名 词:  
incorporator",
540,"incubation","英:/ɪŋkjʊ'beɪʃ(ə)n/ 美:/ˌɪŋkju'beʃən/","- n. 孵卵；孵化
- (传染病的)潜伏期
- (细菌等的)繁殖",
541,"inculcation","英:/ˌɪnk ʌlˈkeɪʃən/ 美:/ˌɪnkʌl'keʃən/","n. 谆谆教诲；教授",
542,"indelible","英:/ɪn'delɪb(ə)l/ 美:/ɪn'dɛləbl/","- adj. 擦不掉的
- 永久的,持久的

副 词:  
indelibly",
543,"induction","英:/ɪn'dʌkʃ(ə)n/ 美:/ɪn'dʌkʃən/","- n. 就职, 入伍
- 吸入
- (电或磁的)感应
- 归纳(法)",
544,"indulgence","英:/ɪn'dʌldʒ(ə)ns/ 美:/ɪn'dʌldʒəns/","n. 放纵；纵容；嗜好；沉溺


时 态:  
indulgenced, indulgencing, indulgences",
545,"industry","英:/'ɪndəstrɪ/ 美:/'ɪndəstri/","n. 工业；产业；勤勉",
546,"inept","英:/ɪ'nept/ 美:/ɪnˈɛpt/","adj. 不适当的；笨拙的

INEPT不灵敏核极化转移增益法

副 词:  
ineptly",
547,"inert","英:/ɪ'nɜːt/ 美:/ɪ'nɝt/","- adj. 无自动力的
- (身心)迟钝的
- 惰性的

副 词:  
inertly

名 词:  
inertness",
548,"inessential","英:/ɪnɪ'senʃ(ə)l/ 美:/'ɪnɪ'sɛnʃəl/","- adj. 非必要的,无关紧要的
- 可省去的,可有可无的
- n. 可有可无的事物",
549,"inevitable","英:/ɪn'evɪtəb(ə)l/ 美:/ɪn'ɛvɪtəbl/","- adj. 不可避免的, 必然发生的
- 〈非正〉总会发生的, 照例必有的, 惯常的

名 词:  
inevitability

副 词:  
inevitably",
550,"inextricably","/'ɪnɪk'strɪkəbli/","adv. 逃不掉地,解决不了地,解不开地",
551,"inflationary","英:/ɪn'fleɪʃənrɪ/ 美:/ɪn'fleʃənɛri/","adj. 通货膨胀的,通货膨胀倾向的",
552,"infrared","英:/ɪnfrə'red/ 美:/ˌɪnfrə'rɛd/","adj. 〈物〉红外线的",
553,"ingrain","英:/ɪn'greɪn/ 美:/'ɪngren/","- vt. 使…根深蒂固；就…原料染色；生染
- n. 固有品质；原纱染色；生染的纤维
- adj. 生染的；原纱染色的；根深蒂固的


时 态:  
ingrained, ingraining, ingrains",
554,"ingredient","英:/ɪn'griːdɪənt/ 美:/ɪn'ɡridɪənt/","n. (混合物的)组成部分; 配料",
555,"inherent","英:/ɪn'hɪər(ə)nt/ 美:/ɪn'hɪrənt/","adj. 固有的；内在的；与生俱来的


副 词:  
inherently",
556,"inimitably","/i'nimitəbli/","adv. 无法仿效地,独特地",
557,"initial","英:/iˈniʃəl/ 美:/ɪ'nɪʃəl/","- adj. 最初的；字首的
- vt. 用姓名的首字母签名
- n. 词首大写字母


时 态:  
initialedalso initialled 
initialinginitialling 
initialsinitials  

副 词:  
initially",
558,"ink","英:/iŋk/ 美:/ɪŋk/","ink
  [inked, inked, inking]
 ink in 
     ink in sth • ink sth in to complete something done in pencil by drawing over it in ink:
   ▪ I've just got to ink in the bottom part of the picture, and then it'll all be finished.",
559,"inquest","英:/'ɪnkwest/ 美:/'ɪŋkwɛst/","n. 审讯;审理",
560,"insight","英:/'ɪnsaɪt/ 美:/'ɪn'saɪt/","- n. 洞察力, 洞悉, 深刻的见解
- 领悟, 顿悟",
561,"insipid","英:/ɪn'sɪpɪd/ 美:/ɪn'sɪpɪd/","adj. 枯燥的，无生气的；乏味的

名 词:  
insipidity

副 词:  
insipidly",
562,"insolent","英:/'ɪns(ə)l(ə)nt/ 美:/'ɪnsələnt/","adj. 无礼的；粗野的；傲慢的；无耻的


名 词:  
insolent

副 词:  
insolently",
563,"inspection","英:/ɪn'spekʃn/ 美:/ɪn'spɛkʃən/","n. 检查,视察",
564,"instability","英:/ɪnstə'bɪlɪtɪ/ 美:/ˌɪnstə'bɪləti/","n. 不稳定,不稳固",
565,"insult","英:/ɪn'sʌlt/ 美:/ɪn'sʌlt/","- vt. 侮辱, 冒犯
- n. 侮辱, 辱骂, 侮辱性的言论

时 态:  
insulted, insulting, insults 

名 词:  
insulter

副 词:  
insultingly",
566,"integers","/'intidʒə/","n. 整数（integer的复数）",
567,"intensify","英:/ɪn'tensɪfaɪ/ 美:/ɪn'tɛnsɪfaɪ/","vt. & vi. (使)增强, (使)加剧

时 态:  
intensified, intensifying, intensifies 

名 词:  
intensification",
568,"interchange","英:/ˌintə'tʃeindʒ/ 美:/ˌɪntɚˈtʃendʒ/","- vt. (指两人等)交换事物, 互换
- 使两人或两物相互易位
- vt. & vi. (使某事物)交替变化

时 态:  
interchanged, interchanging, interchanges 

名 词:  
interchanger",
569,"interminable","英:/ɪn'tɜːmɪnəb(ə)l/ 美:/ɪn'tɝmɪnəbl/","- adj. 持续得过长的(通常指使人恼怒或厌烦)
- n. 没完没了
- adv. 漫无止境地,没完没了地

副 词:  
interminably",
570,"intimate","英:/'ɪntɪmət/ 美:/'ɪntɪmət/","- adj. 亲密的；私人的；精通的；[婉]有性关系的
- n. 至交；知己
- vt. 暗示；通知；宣布


时 态:  
intimated, intimating, intimates 

副 词:  
intimately

名 词:  
intimation",
571,"intimidate","英:/ɪn'tɪmɪdeɪt/ 美:/ɪn'tɪmɪdet/","vt. 恐吓, 威胁

时 态:  
intimidated, intimidating, intimidates 

副 词:  
intimidatingly

名 词:  
intimidation

名 词:  
intimidator",
572,"intonation","英:/ɪntə'neɪʃ(ə)n/ 美:/ˌɪntə'neʃən/","n. 语调;说话的抑扬顿挫",
573,"intrigue","英:/ɪn'triːg/ 美:/'ɪn'triɡ/","- vi. 搞阴谋诡计
- vt. 激起…的好奇心
- n. 密谋策划, 阴谋
- 阴谋, 诡计

时 态:  
intrigued, intriguing, intrigues  

名 词:  
intriguer

副 词:  
intriguingly",
574,"intrigued","英:/ɪnˈtri: gd/ 美:/ɪn'triɡd/","adj. 好奇的;被迷住了的",
575,"intuition","英:/ɪntjʊ'ɪʃ(ə)n/ 美:/ˌɪntu'ɪʃən/","- n. 直觉
- 凭直觉感知的知识

形容词:  
intuitional",
576,"invariant","英:/ɪn'veərɪənt/ 美:/ɪn'vɛrɪənt/","- adj. 无变化的,不变的
- n. 不变式,不变量

名 词:  
invariance",
577,"invigorate","英:/ɪn'vɪgəreɪt/ 美:/ɪn'vɪɡəret/","- vt. 使生气勃勃；使精力充沛；使健壮
- adj. 生气勃勃的；精力充沛的；健壮的
- n. 精力充沛；健壮；滋补；鼓舞
- n. 滋补药；鼓舞者

时 态:  
invigorated，invigorating，invigorates 

名 词:  
invigoration

名 词:  
invigorator",
578,"ion","英:/'aɪən/ 美:/'aɪən/","n. 离子",
579,"iridescent","英:/ˌɪrɪ'des(ə)nt/ 美:/ˌɪrɪ'dɛsnt/","- adj. 彩虹色的
-  (随位置不同而)变色的,闪色的",
580,"iron","英:/'aɪən/ 美:/'aɪɚn/","iron
  [ironed, ironed, ironing]
 iron out 
     iron out sth • iron sth out if you iron out small problems, you deal with them:
   ▪ The managers meet once a month to iron out any problems.
   ▪ Carmen and Jack were having a few difficulties in their marriage but managed to iron them out before things got too bad.",
581,"ironic","英:/aɪˈrɔnɪk/ 美:/aɪ'rɑnɪk/","adj. 讽刺的；反话的


副 词:  
ironically",
582,"irony","英:/'aɪrənɪ/ 美:/'aɪrəni/","- n. 反语, 冷嘲
- 具有讽刺意味的事, 嘲弄",
583,"isotropic","英:/ˌaɪsə(ʊ)'trɒpɪk/ 美:/ˌaɪsə'trɑpɪk/","adj. 等方性的

名 词:  
isotropy",
584,"it dawned on me that","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
585,"It's noteworthy that it made no difference if the jargon terms were defined in the text","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
